Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L,297.4,308.3,1571.0,37.7,162.0,0,0,0,0,0,0
L,297.4,308.3,1490.0,42.6,164.0,0,0,0,0,0,0
M,297.4,308.3,1774.0,28.9,166.0,0,0,0,0,0,0
H,297.4,308.3,1502.0,43.6,169.0,0,0,0,0,0,0
L,297.4,308.4,1392.0,49.7,174.0,0,0,0,0,0,0
L,297.4,308.5,2100.0,16.9,176.0,0,0,0,0,0,0
L,297.5,308.5,1722.0,30.4,178.0,0,0,0,0,0,0
L,297.4,308.6,1678.0,32.3,180.0,0,0,0,0,0,0
L,297.3,308.6,1273.0,59.8,182.0,0,0,0,0,0,0
L,297.3,308.6,1297.0,45.9,184.0,0,0,0,0,0,0
L,297.3,308.5,1350.0,57.6,186.0,0,0,0,0,0,0
L,297.4,308.6,1439.0,51.9,188.0,0,0,0,0,0,0
M,297.4,308.5,1600.0,42.1,190.0,0,0,0,0,0,0
M,297.4,308.6,1434.0,44.4,193.0,0,0,0,0,0,0
L,297.4,308.6,1459.0,41.3,196.0,0,0,0,0,0,0
M,297.5,308.6,1472.0,44.9,198.0,0,0,0,0,0,0
L,297.5,308.7,1429.0,44.3,201.0,0,0,0,0,0,0
L,297.5,308.6,1388.0,48.2,203.0,0,0,0,0,0,0
L,297.4,308.4,1573.0,34.5,205.0,0,0,0,0,0,0
L,297.4,308.4,1588.0,32.5,207.0,0,0,0,0,0,0
L,297.5,308.4,1511.0,42.8,209.0,0,0,0,0,0,0
L,297.4,308.5,1495.0,37.8,211.0,0,0,0,0,0,0
L,297.4,308.4,1394.0,50.1,213.0,0,0,0,0,0,0
L,297.4,308.4,2151.0,17.7,0.0,0,0,0,0,0,0
M,297.3,308.3,1501.0,38.2,2.0,0,0,0,0,0,0
M,297.3,308.3,1301.0,39.6,5.0,0,0,0,0,0,0
M,297.3,308.3,1657.0,31.1,8.0,0,0,0,0,0,0
L,297.3,308.3,1333.0,55.2,11.0,0,0,0,0,0,0
L,297.3,308.3,1484.0,43.9,13.0,0,0,0,0,0,0
L,297.3,308.4,1430.0,45.7,15.0,0,0,0,0,0,0
M,297.3,308.4,1665.0,28.9,17.0,0,0,0,0,0,0
L,297.4,308.5,1501.0,44.9,20.0,0,0,0,0,0,0
M,297.5,308.5,1496.0,42.2,22.0,0,0,0,0,0,0
M,297.6,308.6,1595.0,36.9,25.0,0,0,0,0,0,0
L,297.5,308.6,1208.0,62.3,28.0,0,0,0,0,0,0
L,297.5,308.6,1596.0,37.1,30.0,0,0,0,0,0,0
L,297.5,308.5,1446.0,41.9,32.0,0,0,0,0,0,0
M,297.6,308.5,1466.0,39.7,34.0,0,0,0,0,0,0
M,297.6,308.5,1848.0,23.7,37.0,0,0,0,0,0,0
M,297.5,308.5,1484.0,44.7,40.0,0,0,0,0,0,0
L,297.4,308.3,1493.0,41.2,43.0,0,0,0,0,0,0
L,297.3,308.3,1504.0,36.3,45.0,0,0,0,0,0,0
L,297.3,308.3,1538.0,38.5,47.0,0,0,0,0,0,0
L,297.4,308.4,1341.0,52.2,49.0,0,0,0,0,0,0
M,297.4,308.3,1535.0,34.6,51.0,0,0,0,0,0,0
L,297.4,308.5,1389.0,39.2,54.0,0,0,0,0,0,0
H,297.5,308.5,1393.0,46.6,56.0,0,0,0,0,0,0
L,297.4,308.5,1399.0,61.5,61.0,1,0,0,1,0,0
H,297.4,308.5,1469.0,45.1,63.0,0,0,0,0,0,0
L,297.4,308.4,1582.0,37.2,68.0,0,0,0,0,0,0
L,297.5,308.6,1793.0,26.7,70.0,0,0,0,0,0,0
L,297.5,308.6,1452.0,39.0,72.0,0,0,0,0,0,0
M,297.6,308.7,1376.0,59.9,74.0,0,0,0,0,0,0
L,297.5,308.6,1552.0,44.9,77.0,0,0,0,0,0,0
L,297.6,308.7,1622.0,37.9,79.0,0,0,0,0,0,0
M,297.6,308.7,1419.0,41.7,81.0,0,0,0,0,0,0
H,297.5,308.6,1440.0,46.1,84.0,0,0,0,0,0,0
M,297.4,308.6,1643.0,31.0,89.0,0,0,0,0,0,0
L,297.4,308.7,1510.0,36.2,92.0,0,0,0,0,0,0
L,297.4,308.7,1468.0,46.6,94.0,0,0,0,0,0,0
L,297.4,308.7,1429.0,57.4,96.0,0,0,0,0,0,0
H,297.3,308.7,1478.0,47.6,98.0,0,0,0,0,0,0
L,297.4,308.6,1276.0,53.6,103.0,0,0,0,0,0,0
L,297.3,308.6,1486.0,42.6,105.0,0,0,0,0,0,0
L,297.4,308.6,1476.0,42.3,107.0,0,0,0,0,0,0
H,297.3,308.6,1431.0,42.0,109.0,0,0,0,0,0,0
L,297.4,308.7,1402.0,40.2,114.0,0,0,0,0,0,0
L,297.4,308.7,1433.0,43.4,116.0,0,0,0,0,0,0
L,297.4,308.7,2874.0,4.2,118.0,1,0,0,1,0,0
L,297.3,308.6,1511.0,35.7,120.0,0,0,0,0,0,0
M,297.3,308.6,1456.0,42.9,122.0,0,0,0,0,0,0
L,297.2,308.5,1550.0,41.5,125.0,0,0,0,0,0,0
L,297.2,308.5,2182.0,16.5,127.0,0,0,0,0,0,0
L,297.3,308.7,1619.0,31.6,129.0,0,0,0,0,0,0
M,297.3,308.8,1586.0,32.7,131.0,0,0,0,0,0,0
H,297.3,308.8,1499.0,44.2,134.0,0,0,0,0,0,0
H,297.3,308.8,1419.0,42.4,139.0,0,0,0,0,0,0
M,297.4,309.0,1497.0,41.8,144.0,0,0,0,0,0,0
M,297.4,309.0,1520.0,37.0,147.0,0,0,0,0,0,0
L,297.4,309.1,1478.0,49.8,150.0,0,0,0,0,0,0
L,297.4,309.1,1380.0,41.1,152.0,0,0,0,0,0,0
L,297.4,309.0,1570.0,37.9,154.0,0,0,0,0,0,0
H,297.4,309.0,1468.0,41.4,156.0,0,0,0,0,0,0
L,297.4,309.0,1833.0,22.6,161.0,0,0,0,0,0,0
M,297.4,308.9,1323.0,57.3,163.0,0,0,0,0,0,0
L,297.4,309.0,1583.0,32.0,166.0,0,0,0,0,0,0
M,297.3,309.0,1556.0,39.5,168.0,0,0,0,0,0,0
L,297.3,309.0,1548.0,37.4,171.0,0,0,0,0,0,0
L,297.4,309.0,1324.0,56.9,173.0,0,0,0,0,0,0
L,297.4,309.0,1568.0,33.7,175.0,0,0,0,0,0,0
M,297.4,309.0,1685.0,30.7,177.0,0,0,0,0,0,0
M,297.4,309.1,1582.0,35.9,180.0,0,0,0,0,0,0
M,297.4,309.1,1463.0,35.0,183.0,0,0,0,0,0,0
L,297.4,309.2,1584.0,42.8,186.0,0,0,0,0,0,0
M,297.5,309.2,1347.0,55.8,188.0,0,0,0,0,0,0
L,297.4,309.2,1459.0,37.9,191.0,0,0,0,0,0,0
L,297.4,309.2,1420.0,45.6,193.0,0,0,0,0,0,0
L,297.5,309.3,1404.0,43.5,195.0,0,0,0,0,0,0
L,297.5,309.3,1470.0,38.8,197.0,0,0,0,0,0,0
L,297.6,309.4,1326.0,49.8,199.0,0,0,0,0,0,0
H,297.5,309.3,1459.0,49.7,201.0,0,0,0,0,0,0
M,297.5,309.2,1530.0,40.0,206.0,0,0,0,0,0,0
L,297.4,309.0,1505.0,39.2,209.0,0,0,0,0,0,0
L,297.5,309.1,1611.0,30.2,211.0,0,0,0,0,0,0
L,297.5,309.1,1515.0,35.1,213.0,0,0,0,0,0,0
M,297.5,309.2,1804.0,27.4,215.0,0,0,0,0,0,0
M,297.6,309.3,1464.0,46.2,218.0,0,0,0,0,0,0
L,297.6,309.2,1390.0,43.3,221.0,0,0,0,0,0,0
M,297.6,309.2,1442.0,48.1,0.0,0,0,0,0,0,0
M,297.6,309.3,1529.0,41.9,3.0,0,0,0,0,0,0
L,297.6,309.3,1610.0,35.0,6.0,0,0,0,0,0,0
L,297.6,309.3,1543.0,34.3,8.0,0,0,0,0,0,0
H,297.8,309.4,1445.0,48.2,10.0,0,0,0,0,0,0
L,297.7,309.3,1893.0,24.6,15.0,0,0,0,0,0,0
M,297.6,309.3,1415.0,41.3,17.0,0,0,0,0,0,0
L,297.5,309.3,1564.0,37.5,20.0,0,0,0,0,0,0
L,297.5,309.3,1479.0,39.4,22.0,0,0,0,0,0,0
L,297.5,309.2,1426.0,44.8,24.0,0,0,0,0,0,0
L,297.4,309.2,1428.0,38.8,26.0,0,0,0,0,0,0
L,297.4,309.2,1620.0,33.2,28.0,0,0,0,0,0,0
L,297.5,309.2,1715.0,28.0,30.0,0,0,0,0,0,0
L,297.5,309.3,1732.0,29.9,32.0,0,0,0,0,0,0
M,297.5,309.4,1391.0,58.2,34.0,0,0,0,0,0,0
L,297.6,309.5,1924.0,20.6,37.0,0,0,0,0,0,0
M,297.7,309.5,2027.0,19.8,39.0,0,0,0,0,0,0
L,297.6,309.5,1617.0,36.2,42.0,0,0,0,0,0,0
L,297.5,309.4,1497.0,35.8,44.0,0,0,0,0,0,0
M,297.5,309.5,1448.0,43.7,46.0,0,0,0,0,0,0
L,297.4,309.4,1401.0,45.9,49.0,0,0,0,0,0,0
L,297.4,309.4,1620.0,35.4,51.0,0,0,0,0,0,0
L,297.4,309.4,1466.0,45.5,53.0,0,0,0,0,0,0
L,297.6,309.5,1373.0,50.6,55.0,0,0,0,0,0,0
M,297.6,309.6,1592.0,35.8,57.0,0,0,0,0,0,0
M,297.5,309.5,1553.0,42.4,60.0,0,0,0,0,0,0
L,297.6,309.5,1569.0,36.2,63.0,0,0,0,0,0,0
M,297.6,309.5,1709.0,32.2,65.0,0,0,0,0,0,0
L,297.6,309.5,1549.0,34.9,68.0,0,0,0,0,0,0
L,297.5,309.4,1443.0,45.4,70.0,0,0,0,0,0,0
L,297.5,309.3,1675.0,29.8,72.0,0,0,0,0,0,0
L,297.5,309.3,1623.0,33.4,74.0,0,0,0,0,0,0
H,297.4,309.3,1365.0,52.4,76.0,0,0,0,0,0,0
L,297.4,309.3,1759.0,24.8,81.0,0,0,0,0,0,0
H,297.4,309.3,1516.0,43.0,83.0,0,0,0,0,0,0
M,297.4,309.3,1499.0,36.8,88.0,0,0,0,0,0,0
M,297.4,309.3,1775.0,25.8,91.0,0,0,0,0,0,0
L,297.4,309.4,1473.0,45.5,94.0,0,0,0,0,0,0
L,297.4,309.4,1296.0,52.3,96.0,0,0,0,0,0,0
L,297.5,309.4,1803.0,24.7,98.0,0,0,0,0,0,0
H,297.5,309.3,1563.0,36.1,100.0,0,0,0,0,0,0
M,297.5,309.4,1831.0,26.6,105.0,0,0,0,0,0,0
L,297.6,309.4,1958.0,22.1,108.0,0,0,0,0,0,0
L,297.5,309.4,1809.0,24.3,110.0,0,0,0,0,0,0
M,297.5,309.4,1482.0,39.3,112.0,0,0,0,0,0,0
L,297.4,309.3,1332.0,53.2,115.0,0,0,0,0,0,0
L,297.4,309.2,1437.0,40.4,117.0,0,0,0,0,0,0
L,297.4,309.2,1698.0,29.4,119.0,0,0,0,0,0,0
L,297.4,309.2,1274.0,54.3,121.0,0,0,0,0,0,0
M,297.4,309.3,1622.0,35.0,123.0,0,0,0,0,0,0
M,297.4,309.3,1564.0,36.0,126.0,0,0,0,0,0,0
H,297.5,309.4,1368.0,45.3,129.0,0,0,0,0,0,0
M,297.4,309.4,1539.0,42.2,134.0,0,0,0,0,0,0
L,297.5,309.4,1357.0,50.1,137.0,0,0,0,0,0,0
M,297.5,309.4,1433.0,48.3,139.0,0,0,0,0,0,0
L,297.5,309.4,1650.0,34.6,142.0,0,0,0,0,0,0
L,297.5,309.4,1503.0,40.6,144.0,0,0,0,0,0,0
L,297.5,309.4,1318.0,58.2,146.0,0,0,0,0,0,0
M,297.5,309.4,1678.0,34.4,148.0,0,0,0,0,0,0
L,297.6,309.5,1574.0,30.9,151.0,0,0,0,0,0,0
L,297.7,309.6,1529.0,35.2,153.0,0,0,0,0,0,0
H,297.6,309.6,1669.0,32.1,155.0,0,0,0,0,0,0
H,297.7,309.7,1570.0,35.8,160.0,0,0,0,0,0,0
M,297.6,309.7,1541.0,33.7,165.0,0,0,0,0,0,0
M,297.7,309.7,1680.0,30.2,168.0,0,0,0,0,0,0
L,297.8,309.7,1935.0,22.1,171.0,0,0,0,0,0,0
M,297.7,309.6,1596.0,35.2,173.0,0,0,0,0,0,0
L,297.7,309.7,1498.0,41.0,176.0,0,0,0,0,0,0
M,297.8,309.8,1676.0,29.0,178.0,0,0,0,0,0,0
L,297.8,309.9,1351.0,49.0,181.0,0,0,0,0,0,0
L,297.9,309.9,1472.0,45.0,183.0,0,0,0,0,0,0
M,297.9,310.0,1439.0,41.7,185.0,0,0,0,0,0,0
M,297.9,309.9,1410.0,55.4,188.0,0,0,0,0,0,0
H,297.7,309.7,1440.0,51.1,191.0,0,0,0,0,0,0
L,297.7,309.7,1591.0,37.7,196.0,0,0,0,0,0,0
L,297.8,309.8,1533.0,36.8,198.0,0,0,0,0,0,0
M,297.8,309.7,1700.0,31.3,200.0,0,0,0,0,0,0
M,297.8,309.8,1798.0,25.5,203.0,0,0,0,0,0,0
L,297.8,309.7,1394.0,42.9,206.0,0,0,0,0,0,0
L,297.8,309.7,1341.0,49.2,208.0,0,0,0,0,0,0
H,297.7,309.6,1697.0,32.2,210.0,0,0,0,0,0,0
H,297.6,309.6,1419.0,48.2,215.0,0,0,0,0,0,0
L,297.6,309.5,2001.0,20.5,220.0,0,0,0,0,0,0
L,297.6,309.6,1501.0,49.8,222.0,1,0,0,0,1,0
H,297.6,309.5,1623.0,33.1,224.0,0,0,0,0,0,0
L,297.6,309.4,1628.0,33.4,229.0,0,0,0,0,0,0
L,297.6,309.4,1491.0,40.2,231.0,0,0,0,0,0,0
L,297.5,309.4,1517.0,36.7,233.0,0,0,0,0,0,0
H,297.5,309.3,1525.0,41.7,235.0,0,0,0,0,0,0
H,297.5,309.5,1668.0,27.9,240.0,0,0,0,0,0,0
L,297.5,309.6,1312.0,50.7,0.0,0,0,0,0,0,0
H,297.6,309.6,1278.0,50.4,2.0,0,0,0,0,0,0
M,297.6,309.6,1330.0,53.1,7.0,0,0,0,0,0,0
M,297.6,309.6,1530.0,37.3,10.0,0,0,0,0,0,0
H,297.6,309.6,1428.0,46.6,13.0,0,0,0,0,0,0
L,297.7,309.6,1480.0,47.9,18.0,0,0,0,0,0,0
H,297.7,309.7,1616.0,31.1,20.0,0,0,0,0,0,0
L,297.8,309.7,1547.0,37.3,25.0,0,0,0,0,0,0
L,297.9,309.7,2194.0,16.8,27.0,0,0,0,0,0,0
L,297.9,309.8,2000.0,21.3,29.0,0,0,0,0,0,0
L,297.9,309.8,1336.0,71.6,31.0,1,0,0,1,0,0
L,297.9,309.9,1542.0,33.8,33.0,0,0,0,0,0,0
M,297.9,309.8,1693.0,29.9,35.0,0,0,0,0,0,0
L,297.9,309.8,1461.0,50.5,38.0,0,0,0,0,0,0
M,298.0,309.9,1565.0,33.9,40.0,0,0,0,0,0,0
L,298.0,309.9,1403.0,47.7,43.0,0,0,0,0,0,0
L,298.1,309.9,1629.0,32.5,45.0,0,0,0,0,0,0
L,298.1,310.0,1534.0,33.7,47.0,0,0,0,0,0,0
L,298.1,310.0,1553.0,40.9,49.0,0,0,0,0,0,0
L,298.1,309.9,1563.0,32.8,51.0,0,0,0,0,0,0
L,298.1,309.9,1634.0,30.0,53.0,0,0,0,0,0,0
M,298.0,309.9,1445.0,45.2,55.0,0,0,0,0,0,0
L,298.1,309.9,1642.0,30.4,58.0,0,0,0,0,0,0
H,298.1,309.9,1686.0,29.1,60.0,0,0,0,0,0,0
M,298.1,310.0,1393.0,43.1,65.0,0,0,0,0,0,0
H,298.2,310.0,1433.0,44.2,68.0,0,0,0,0,0,0
L,298.3,310.0,1507.0,44.7,73.0,0,0,0,0,0,0
M,298.3,310.1,1389.0,49.6,75.0,0,0,0,0,0,0
L,298.3,310.1,1408.0,45.3,78.0,0,0,0,0,0,0
M,298.4,310.2,1725.0,32.0,80.0,0,0,0,0,0,0
L,298.4,310.1,1926.0,23.7,83.0,0,0,0,0,0,0
H,298.3,310.1,1509.0,37.6,85.0,0,0,0,0,0,0
L,298.3,310.1,1545.0,36.3,90.0,0,0,0,0,0,0
L,298.4,310.1,1533.0,35.2,92.0,0,0,0,0,0,0
L,298.4,310.1,1455.0,42.2,94.0,0,0,0,0,0,0
M,298.4,310.1,1335.0,57.8,96.0,0,0,0,0,0,0
L,298.3,310.1,1523.0,45.9,99.0,0,0,0,0,0,0
L,298.3,310.0,1460.0,47.6,101.0,0,0,0,0,0,0
L,298.4,310.0,1554.0,37.3,103.0,0,0,0,0,0,0
H,298.3,310.0,1419.0,47.1,105.0,0,0,0,0,0,0
L,298.3,310.0,1442.0,43.9,110.0,0,0,0,0,0,0
L,298.3,309.9,1507.0,41.6,112.0,0,0,0,0,0,0
L,298.3,310.0,1858.0,23.9,114.0,0,0,0,0,0,0
L,298.3,309.9,1463.0,43.9,116.0,0,0,0,0,0,0
L,298.2,309.7,1585.0,37.4,118.0,0,0,0,0,0,0
L,298.0,309.6,1536.0,37.3,120.0,0,0,0,0,0,0
L,298.0,309.6,1403.0,51.3,122.0,0,0,0,0,0,0
M,297.9,309.6,1515.0,38.8,124.0,0,0,0,0,0,0
L,297.9,309.5,1390.0,47.9,127.0,0,0,0,0,0,0
M,297.8,309.4,1226.0,58.7,129.0,0,0,0,0,0,0
M,297.8,309.4,1495.0,36.5,132.0,0,0,0,0,0,0
H,297.7,309.4,1608.0,30.2,135.0,0,0,0,0,0,0
L,297.7,309.4,1392.0,44.1,140.0,0,0,0,0,0,0
M,297.7,309.4,1461.0,43.7,142.0,0,0,0,0,0,0
L,297.7,309.3,1559.0,36.9,145.0,0,0,0,0,0,0
H,297.7,309.3,1400.0,48.9,147.0,0,0,0,0,0,0
M,297.7,309.2,1732.0,28.8,152.0,0,0,0,0,0,0
L,297.6,309.2,1611.0,33.1,155.0,0,0,0,0,0,0
L,297.6,309.1,1503.0,38.9,157.0,0,0,0,0,0,0
L,297.7,309.2,1391.0,44.5,159.0,0,0,0,0,0,0
L,297.8,309.3,2015.0,20.1,161.0,0,0,0,0,0,0
L,297.8,309.2,1683.0,30.9,163.0,0,0,0,0,0,0
L,297.7,309.1,1435.0,38.8,165.0,0,0,0,0,0,0
M,297.7,309.1,1732.0,28.1,167.0,0,0,0,0,0,0
L,297.7,309.2,1365.0,58.6,170.0,0,0,0,0,0,0
L,297.7,309.1,1562.0,36.8,172.0,0,0,0,0,0,0
L,297.6,309.1,1449.0,49.1,174.0,0,0,0,0,0,0
M,297.7,309.2,1700.0,27.4,176.0,0,0,0,0,0,0
M,297.6,309.0,1427.0,45.6,179.0,0,0,0,0,0,0
M,297.6,308.9,1479.0,38.1,182.0,0,0,0,0,0,0
L,297.5,308.9,1469.0,44.0,185.0,0,0,0,0,0,0
L,297.5,308.9,1390.0,47.4,187.0,0,0,0,0,0,0
L,297.5,308.9,1729.0,28.1,189.0,0,0,0,0,0,0
L,297.5,309.0,1470.0,43.5,191.0,0,0,0,0,0,0
L,297.5,308.9,1459.0,48.5,193.0,0,0,0,0,0,0
L,297.5,308.9,1738.0,24.0,195.0,0,0,0,0,0,0
H,297.5,308.9,1471.0,37.7,197.0,0,0,0,0,0,0
L,297.6,309.0,1822.0,25.4,202.0,0,0,0,0,0,0
L,297.5,308.9,1554.0,34.8,204.0,0,0,0,0,0,0
M,297.6,308.9,1433.0,43.2,206.0,0,0,0,0,0,0
L,297.6,308.9,1449.0,47.7,209.0,0,0,0,0,0,0
L,297.8,309.0,1456.0,41.2,0.0,0,0,0,0,0,0
M,297.8,309.1,1424.0,45.5,2.0,0,0,0,0,0,0
H,297.9,309.2,1577.0,34.7,5.0,0,0,0,0,0,0
L,297.9,309.2,1478.0,39.7,10.0,0,0,0,0,0,0
M,297.8,309.2,1295.0,61.2,12.0,0,0,0,0,0,0
L,297.8,309.2,1372.0,47.3,15.0,0,0,0,0,0,0
M,297.8,309.1,1432.0,42.6,17.0,0,0,0,0,0,0
M,297.7,309.0,1656.0,33.2,20.0,0,0,0,0,0,0
H,297.8,309.0,1410.0,48.8,23.0,0,0,0,0,0,0
L,297.7,309.0,1874.0,24.4,28.0,0,0,0,0,0,0
L,297.7,309.0,1538.0,43.2,30.0,0,0,0,0,0,0
M,297.7,309.0,1636.0,29.7,32.0,0,0,0,0,0,0
M,297.7,309.0,1504.0,40.4,35.0,0,0,0,0,0,0
M,297.7,309.0,1531.0,42.4,38.0,0,0,0,0,0,0
H,297.6,309.0,1735.0,26.4,41.0,0,0,0,0,0,0
H,297.6,309.0,1354.0,55.6,46.0,0,0,0,0,0,0
H,297.6,309.0,1413.0,40.2,51.0,0,0,0,0,0,0
L,297.7,309.1,1563.0,39.3,56.0,0,0,0,0,0,0
L,297.7,309.1,1479.0,42.1,58.0,0,0,0,0,0,0
L,297.7,309.1,1477.0,38.3,60.0,0,0,0,0,0,0
L,297.6,309.1,1394.0,50.0,62.0,0,0,0,0,0,0
L,297.6,309.0,1487.0,45.4,64.0,0,0,0,0,0,0
M,297.6,309.0,1815.0,25.3,66.0,0,0,0,0,0,0
M,297.6,308.8,1453.0,39.7,69.0,0,0,0,0,0,0
L,297.6,308.8,1539.0,40.2,72.0,0,0,0,0,0,0
H,297.5,308.7,1416.0,39.2,74.0,0,0,0,0,0,0
M,297.6,308.8,1683.0,31.6,79.0,0,0,0,0,0,0
L,297.7,308.8,1515.0,40.1,82.0,0,0,0,0,0,0
M,297.7,308.9,1531.0,48.3,84.0,0,0,0,0,0,0
H,297.7,308.9,1479.0,40.9,87.0,0,0,0,0,0,0
L,297.7,308.9,1516.0,33.7,92.0,0,0,0,0,0,0
L,297.7,309.0,1507.0,38.2,94.0,0,0,0,0,0,0
M,297.8,309.0,1434.0,43.3,96.0,0,0,0,0,0,0
L,297.7,308.9,1838.0,27.3,99.0,0,0,0,0,0,0
M,297.6,308.8,1416.0,45.9,101.0,0,0,0,0,0,0
M,297.6,308.8,1357.0,49.7,104.0,0,0,0,0,0,0
M,297.5,308.7,1697.0,28.1,107.0,0,0,0,0,0,0
L,297.5,308.7,1443.0,46.2,110.0,0,0,0,0,0,0
L,297.5,308.7,1453.0,37.6,112.0,0,0,0,0,0,0
L,297.4,308.6,1439.0,46.4,114.0,0,0,0,0,0,0
L,297.4,308.6,1609.0,36.2,116.0,0,0,0,0,0,0
L,297.4,308.6,1324.0,59.1,118.0,0,0,0,0,0,0
H,297.4,308.6,1420.0,45.8,120.0,0,0,0,0,0,0
L,297.4,308.7,1545.0,36.9,125.0,0,0,0,0,0,0
L,297.5,308.8,1477.0,39.0,127.0,0,0,0,0,0,0
L,297.4,308.8,1447.0,58.1,129.0,0,0,0,0,0,0
L,297.4,308.9,1809.0,23.8,131.0,0,0,0,0,0,0
L,297.5,308.9,1696.0,30.9,133.0,0,0,0,0,0,0
L,297.5,308.9,1427.0,44.7,135.0,0,0,0,0,0,0
M,297.4,308.9,1500.0,46.3,137.0,0,0,0,0,0,0
L,297.5,308.9,1390.0,44.6,140.0,0,0,0,0,0,0
L,297.4,308.8,1640.0,34.2,142.0,0,0,0,0,0,0
M,297.4,308.8,1628.0,37.4,144.0,0,0,0,0,0,0
H,297.3,308.6,1499.0,37.6,147.0,0,0,0,0,0,0
M,297.4,308.7,1425.0,50.3,152.0,0,0,0,0,0,0
L,297.3,308.6,1586.0,37.7,155.0,0,0,0,0,0,0
M,297.3,308.6,1471.0,50.7,157.0,0,0,0,0,0,0
M,297.3,308.6,1431.0,53.0,160.0,0,0,0,0,0,0
L,297.2,308.6,1924.0,22.1,163.0,0,0,0,0,0,0
M,297.1,308.4,1421.0,42.0,165.0,0,0,0,0,0,0
H,297.0,308.4,1305.0,54.6,168.0,0,0,0,0,0,0
L,296.9,308.4,1557.0,32.4,173.0,0,0,0,0,0,0
L,296.9,308.3,1555.0,38.2,175.0,0,0,0,0,0,0
H,296.9,308.3,1474.0,39.2,177.0,0,0,0,0,0,0
L,296.8,308.3,1506.0,45.9,182.0,0,0,0,0,0,0
L,296.9,308.4,1390.0,41.8,184.0,0,0,0,0,0,0
M,296.9,308.4,1450.0,46.9,186.0,0,0,0,0,0,0
L,296.9,308.3,1513.0,38.8,189.0,0,0,0,0,0,0
L,296.8,308.2,1643.0,34.7,191.0,0,0,0,0,0,0
L,296.8,308.2,1361.0,53.8,193.0,0,0,0,0,0,0
L,296.7,308.1,1450.0,40.9,195.0,0,0,0,0,0,0
L,296.7,308.0,1451.0,50.7,197.0,0,0,0,0,0,0
L,296.8,308.1,1289.0,62.0,199.0,1,0,0,0,1,0
L,296.8,308.1,1356.0,48.3,201.0,0,0,0,0,0,0
H,296.7,308.1,1528.0,46.3,203.0,0,0,0,0,0,0
L,296.6,308.0,1978.0,22.3,208.0,0,0,0,0,0,0
L,296.7,308.0,1535.0,36.8,210.0,0,0,0,0,0,0
M,296.8,308.1,1843.0,24.2,212.0,0,0,0,0,0,0
L,296.9,308.1,1422.0,48.7,215.0,0,0,0,0,0,0
L,296.8,308.0,1536.0,40.4,217.0,0,0,0,0,0,0
M,296.9,308.1,1483.0,44.3,219.0,0,0,0,0,0,0
H,296.8,308.1,1492.0,43.7,222.0,0,0,0,0,0,0
L,296.8,308.0,1584.0,40.4,227.0,0,0,0,0,0,0
L,296.9,308.1,1555.0,33.7,229.0,0,0,0,0,0,0
L,296.8,308.0,1497.0,41.7,231.0,0,0,0,0,0,0
M,296.7,307.8,1537.0,36.3,233.0,0,0,0,0,0,0
L,296.7,307.8,1505.0,39.4,236.0,0,0,0,0,0,0
L,296.7,307.8,1646.0,34.6,238.0,0,0,0,0,0,0
M,296.7,307.8,1286.0,60.5,0.0,0,0,0,0,0,0
L,296.7,307.8,1400.0,47.5,3.0,0,0,0,0,0,0
L,296.8,307.9,1337.0,56.5,5.0,0,0,0,0,0,0
L,296.9,308.0,1332.0,53.9,7.0,0,0,0,0,0,0
L,296.8,308.0,1561.0,38.3,9.0,0,0,0,0,0,0
L,296.9,308.0,1546.0,31.1,11.0,0,0,0,0,0,0
L,296.9,308.0,1713.0,29.3,13.0,0,0,0,0,0,0
L,296.9,308.0,1343.0,44.5,15.0,0,0,0,0,0,0
L,296.8,308.0,1391.0,54.4,17.0,0,0,0,0,0,0
H,296.8,308.0,1311.0,58.6,19.0,0,0,0,0,0,0
H,296.8,308.0,1453.0,51.0,24.0,0,0,0,0,0,0
L,296.8,308.0,1510.0,39.4,29.0,0,0,0,0,0,0
L,296.8,307.9,1448.0,48.8,31.0,0,0,0,0,0,0
L,296.7,307.8,1453.0,46.0,33.0,0,0,0,0,0,0
L,296.7,307.8,1468.0,39.2,35.0,0,0,0,0,0,0
L,296.7,307.8,1382.0,47.5,37.0,0,0,0,0,0,0
L,296.7,308.0,1580.0,32.2,39.0,0,0,0,0,0,0
L,296.8,308.0,1666.0,29.8,41.0,0,0,0,0,0,0
M,296.9,308.0,1409.0,50.7,43.0,0,0,0,0,0,0
L,296.8,308.0,1675.0,29.7,46.0,0,0,0,0,0,0
L,296.8,307.9,1698.0,30.8,48.0,0,0,0,0,0,0
H,296.7,307.9,1579.0,33.4,50.0,0,0,0,0,0,0
L,296.7,307.9,1743.0,27.9,55.0,0,0,0,0,0,0
M,296.9,308.0,1497.0,44.8,57.0,0,0,0,0,0,0
L,296.9,308.1,1741.0,28.8,60.0,0,0,0,0,0,0
L,296.9,308.1,1435.0,45.3,62.0,0,0,0,0,0,0
M,296.9,308.1,1440.0,46.3,64.0,0,0,0,0,0,0
M,296.9,308.0,1641.0,33.3,67.0,0,0,0,0,0,0
L,296.8,307.9,1420.0,45.4,70.0,0,0,0,0,0,0
L,296.8,307.9,1611.0,35.4,72.0,0,0,0,0,0,0
